,wavelength,R,G,B
391,752,3.5476997525854115e-06,-3.1734365909965257e-07,1.3713741504268452e-08
392,753,3.215595793308786e-06,-2.876367127849028e-07,1.2429980600389303e-08
393,754,2.9130029716805166e-06,-2.6056964105970167e-07,1.1260299674768355e-08
394,755,2.6368076207667927e-06,-2.3586375257205395e-07,1.0192655313074193e-08
395,756,2.3841811571918747e-06,-2.132660800306431e-07,9.216115744844912e-09
396,757,2.1531594963400007e-06,-1.9260124834002498e-07,8.323102281690884e-09
397,758,1.9421799338196032e-06,-1.7372892326968525e-07,7.507550496792222e-09
398,759,1.749736635053594e-06,-1.5651483483496204e-07,6.763658024855985e-09
399,760,1.5744058081640514e-06,-1.4083126916768843e-07,6.085905817533441e-09
400,761,1.5334872960157255e-06,-1.3717110515421277e-07,5.927734882953564e-09
401,762,1.4907827876291756e-06,-1.3335136920968142e-07,5.762668180524189e-09
402,763,1.4468183978181072e-06,-1.2941859545560162e-07,5.592716643379642e-09
403,764,1.402056394541408e-06,-1.254145479021846e-07,5.419685068467419e-09
404,765,1.3569063417941318e-06,-1.213757844148621e-07,5.245153273430058e-09
405,766,1.311646539494936e-06,-1.1732753288272469e-07,5.0702114605185516e-09
406,767,1.2664649968636961e-06,-1.1328608539504245e-07,4.89556367867193e-09
407,768,1.2215501556911014e-06,-1.0926827659567291e-07,4.721937422976826e-09
408,769,1.1770235038105838e-06,-1.0528532376952403e-07,4.549817439115292e-09
409,770,1.132948272941544e-06,-1.0134278156021594e-07,4.379443766356883e-09
410,771,1.0516716236104061e-06,-9.407255138878717e-08,4.0652668342268314e-09
411,772,9.760726235943293e-07,-8.731019665533719e-08,3.773037315487686e-09
412,773,9.058231555287825e-07,-8.102631333026507e-08,3.501484539517609e-09
413,774,8.406072260073589e-07,-7.519274187886673e-08,3.249391615536536e-09
414,775,7.801079623506677e-07,-6.978102638584272e-08,3.0155288448793883e-09
415,776,7.239749826060602e-07,-6.4759921411856e-08,2.798545981969573e-09
416,777,6.718793299003912e-07,-6.009992546625226e-08,2.597168144482535e-09
417,778,6.235451521861704e-07,-5.5776430610489885e-08,2.4103319208956337e-09
418,779,5.787052342791846e-07,-5.1765462207785906e-08,2.237001267264765e-09
419,780,5.370939651367464e-07,-4.8043308172055805e-08,2.0761514855797494e-09
420,781,5.018947025642636e-07,-4.489474526769476e-08,1.9400889661619347e-09
421,782,4.6899801065702065e-07,-4.195208622516258e-08,1.8129244103580503e-09
422,783,4.3824889315913304e-07,-3.9201580572504203e-08,1.6940636030164847e-09
423,784,4.0948852874974174e-07,-3.662895341125183e-08,1.5828896662938279e-09
424,785,3.825595920639399e-07,-3.422013654049993e-08,1.4787946546244033e-09
425,786,3.573012423476172e-07,-3.196077216053284e-08,1.3811581076766472e-09
426,787,3.3361710939732784e-07,-2.984220039842214e-08,1.2896057962577755e-09
427,788,3.1144544817530935e-07,-2.785894973032912e-08,1.203901273039987e-09
428,789,2.90722316381024e-07,-2.6005268476214344e-08,1.1237959839617644e-09
429,790,2.713848912153423e-07,-2.4275494692137183e-08,1.0490452528300996e-09
430,791,2.510776289986366e-07,-2.24590045582979e-08,9.705471469884823e-10
431,792,2.322854456062437e-07,-2.077805533420621e-08,8.97906328498594e-10
432,793,2.1489853504791626e-07,-1.9222779595974726e-08,8.30696384859105e-10
433,794,1.988100344482304e-07,-1.77836621164548e-08,7.685061234752547e-10
434,795,1.839148612728953e-07,-1.6451268547386356e-08,7.109278468498542e-10
435,796,1.7011679652094516e-07,-1.5217049015158398e-08,6.575920793387166e-10
436,797,1.573394851193368e-07,-1.4074103504772993e-08,6.082006425351947e-10
437,798,1.4551376457944273e-07,-1.3016293376205886e-08,5.62488260241284e-10
438,799,1.3457164129346207e-07,-1.2037489361962501e-08,5.201900612654439e-10
439,800,1.2444714922042422e-07,-1.1131856884821586e-08,4.810539092337892e-10
440,801,1.1455812598662099e-07,-1.0247281598256207e-08,4.428277261260796e-10
441,802,1.0543437974986155e-07,-9.431158623628415e-09,4.075596525763358e-10
442,803,9.702158231625754e-08,-8.67862918187886e-09,3.7503972050082195e-10
443,804,8.926709343899271e-08,-7.98498469050386e-09,3.450644524345e-10
444,805,8.211997628498474e-08,-7.345671393616967e-09,3.1743706161594636e-10
445,806,7.552977547802482e-08,-6.756174819201415e-09,2.9196245890261845e-10
446,807,6.945340364422135e-08,-6.212642774043816e-09,2.6847417497865713e-10
447,808,6.385411184792376e-08,-5.711781223713253e-09,2.468298608925638e-10
448,809,5.869618937717848e-08,-5.250402410665499e-09,2.2689176036260435e-10
449,810,5.394517663404513e-08,-4.825422557318624e-09,2.0852661051274276e-10
450,811,5.0822761243894744e-08,-4.546122098433771e-09,1.9645687417090576e-10
451,812,4.787414022463564e-08,-4.2823662488133325e-09,1.850588851510447e-10
452,813,4.509201581401772e-08,-4.033504220743436e-09,1.7430452020539448e-10
453,814,4.246814563942697e-08,-3.798796033435141e-09,1.6416180168088786e-10
454,815,3.999409559609024e-08,-3.5774921732657043e-09,1.5459833997256486e-10
455,816,3.765964672578621e-08,-3.3686726900784687e-09,1.4557438020060964e-10
456,817,3.5457049327938755e-08,-3.171649129180169e-09,1.3706017137073185e-10
457,818,3.338045519250946e-08,-2.9858981048897397e-09,1.290330958072718e-10
458,819,3.142330261075201e-08,-2.8108309397922134e-09,1.2146771430645267e-10
459,820,2.957884375414307e-08,-2.6458415297742157e-09,1.1433783458410231e-10
460,821,2.7713953127407e-08,-2.479026654835248e-09,1.071290689184162e-10
461,822,2.5965088691245707e-08,-2.3225897118369594e-09,1.003687769242797e-10
462,823,2.4326059459644898e-08,-2.175978093499644e-09,9.403307813932037e-11
463,824,2.2790511611218093e-08,-2.0386227880372923e-09,8.809738319373213e-11
464,825,2.1351880900032053e-08,-1.9099353761352594e-09,8.253626403742773e-11
465,826,2.000316862172175e-08,-1.789293668683929e-09,7.732283328784898e-11
466,827,1.8738665925047513e-08,-1.6761828551353384e-09,7.243484383575921e-11
467,828,1.7553824006374128e-08,-1.5701993601513373e-09,6.785485551026008e-11
468,829,1.6443951386135572e-08,-1.470920974471893e-09,6.356462288985481e-11
469,830,1.5404241707474688e-08,-1.377916122179479e-09,5.954549578094374e-11
